,reference_date,moneyness,tenor,implied_vol
1,2024-04-09,0.9,90D,0.226248
2,2024-04-09,1.0,90D,0.199504
3,2024-04-09,1.1,90D,0.21339300000000003
4,2024-04-09,1.2,90D,0.26454
5,2024-04-09,0.8,180D,0.26704100000000003
6,2024-04-09,0.9,180D,0.233615
7,2024-04-09,1.0,180D,0.214467
8,2024-04-09,1.1,180D,0.20590399999999998
9,2024-04-09,1.2,180D,0.195065
10,2024-04-09,0.8,360D,0.252197
11,2024-04-09,0.9,360D,0.237837
12,2024-04-09,1.0,360D,0.212408
13,2024-04-09,1.1,360D,0.201252
14,2024-04-09,1.2,360D,0.210103
15,2024-04-09,0.8,720D,0.25174399999999997
16,2024-04-09,0.9,720D,0.230433
17,2024-04-09,1.0,720D,0.21165199999999998
18,2024-04-09,1.1,720D,0.197825
19,2024-04-09,1.2,720D,0.195064
0,2024-04-10,0.8,90D,0.28851299999999996
1,2024-04-10,0.9,90D,0.239019
2,2024-04-10,1.0,90D,0.196889
3,2024-04-10,1.1,90D,0.244006
4,2024-04-10,1.2,90D,0.287456
5,2024-04-10,0.8,180D,0.271897
6,2024-04-10,0.9,180D,0.22998000000000002
7,2024-04-10,1.0,180D,0.21601700000000001
8,2024-04-10,1.1,180D,0.207171
9,2024-04-10,1.2,180D,0.20470400000000002
10,2024-04-10,0.8,360D,0.254048
11,2024-04-10,0.9,360D,0.22870200000000002
12,2024-04-10,1.0,360D,0.207286
13,2024-04-10,1.1,360D,0.210533
14,2024-04-10,1.2,360D,0.21666899999999997
15,2024-04-10,0.8,720D,0.231012
16,2024-04-10,0.9,720D,0.21653099999999997
17,2024-04-10,1.0,720D,0.209117
18,2024-04-10,1.1,720D,0.20560199999999998
19,2024-04-10,1.2,720D,0.199434
0,2024-04-11,0.8,90D,0.277556
1,2024-04-11,0.9,90D,0.25391400000000003
2,2024-04-11,1.0,90D,0.210275
3,2024-04-11,1.1,90D,0.248621
4,2024-04-11,1.2,90D,0.294993
5,2024-04-11,0.8,180D,0.291436
6,2024-04-11,0.9,180D,0.24431999999999998
7,2024-04-11,1.0,180D,0.219843
8,2024-04-11,1.1,180D,0.209332
9,2024-04-11,1.2,180D,0.202132
10,2024-04-11,0.8,360D,0.25208600000000003
11,2024-04-11,0.9,360D,0.230409
12,2024-04-11,1.0,360D,0.216298
13,2024-04-11,1.1,360D,0.199742
14,2024-04-11,1.2,360D,0.211654
15,2024-04-11,0.8,720D,0.238372
16,2024-04-11,0.9,720D,0.225326
17,2024-04-11,1.0,720D,0.213115
18,2024-04-11,1.1,720D,0.201815
19,2024-04-11,1.2,720D,0.197334
0,2024-04-12,0.8,90D,0.29573699999999997
1,2024-04-12,0.9,90D,0.252038
2,2024-04-12,1.0,90D,0.223602
3,2024-04-12,1.1,90D,0.250251
4,2024-04-12,1.2,90D,0.294993
5,2024-04-12,0.8,180D,0.294859
6,2024-04-12,0.9,180D,0.243962
7,2024-04-12,1.0,180D,0.21512499999999998
8,2024-04-12,1.1,180D,0.20482199999999998
9,2024-04-12,1.2,180D,0.203516
10,2024-04-12,0.8,360D,0.27169699999999997
11,2024-04-12,0.9,360D,0.233178
12,2024-04-12,1.0,360D,0.21978999999999999
13,2024-04-12,1.1,360D,0.208959
14,2024-04-12,1.2,360D,0.22141
15,2024-04-12,0.8,720D,0.24992799999999998
16,2024-04-12,0.9,720D,0.235449
17,2024-04-12,1.0,720D,0.220176
18,2024-04-12,1.1,720D,0.20461400000000002
19,2024-04-12,1.2,720D,0.199757
0,2024-04-15,0.8,90D,0.332588
1,2024-04-15,0.9,90D,0.270354
2,2024-04-15,1.0,90D,0.221938
3,2024-04-15,1.1,90D,0.250299
4,2024-04-15,1.2,90D,0.288185
5,2024-04-15,0.8,180D,0.29168700000000003
6,2024-04-15,0.9,180D,0.242529
7,2024-04-15,1.0,180D,0.21989
8,2024-04-15,1.1,180D,0.201495
9,2024-04-15,1.2,180D,0.218144
10,2024-04-15,0.8,360D,0.265527
11,2024-04-15,0.9,360D,0.24644100000000002
12,2024-04-15,1.0,360D,0.233572
13,2024-04-15,1.1,360D,0.23166399999999998
14,2024-04-15,1.2,360D,0.24030100000000001
15,2024-04-15,0.8,720D,0.25779399999999997
16,2024-04-15,0.9,720D,0.245629
17,2024-04-15,1.0,720D,0.213173
18,2024-04-15,1.1,720D,0.194941
19,2024-04-15,1.2,720D,0.194165
0,2024-04-16,0.8,90D,0.322697
1,2024-04-16,0.9,90D,0.25538299999999997
2,2024-04-16,1.0,90D,0.21714200000000003
3,2024-04-16,1.1,90D,0.213073
4,2024-04-16,1.2,90D,0.267474
5,2024-04-16,0.8,180D,0.301419
6,2024-04-16,0.9,180D,0.242696
7,2024-04-16,1.0,180D,0.217061
8,2024-04-16,1.1,180D,0.20271699999999998
9,2024-04-16,1.2,180D,0.201436
10,2024-04-16,0.8,360D,0.257171
11,2024-04-16,0.9,360D,0.235641
12,2024-04-16,1.0,360D,0.225845
13,2024-04-16,1.1,360D,0.242383
14,2024-04-16,1.2,360D,0.252419
15,2024-04-16,0.8,720D,0.253027
16,2024-04-16,0.9,720D,0.241065
17,2024-04-16,1.0,720D,0.227753
18,2024-04-16,1.1,720D,0.20115100000000002
19,2024-04-16,1.2,720D,0.19892600000000002
0,2024-04-17,0.8,90D,0.30537600000000004
1,2024-04-17,0.9,90D,0.261165
2,2024-04-17,1.0,90D,0.233456
3,2024-04-17,1.1,90D,0.217827
4,2024-04-17,1.2,90D,0.261789
5,2024-04-17,0.8,180D,0.295729
6,2024-04-17,0.9,180D,0.251551
7,2024-04-17,1.0,180D,0.230362
8,2024-04-17,1.1,180D,0.197353
9,2024-04-17,1.2,180D,0.203211
10,2024-04-17,0.8,360D,0.26665
11,2024-04-17,0.9,360D,0.248317
12,2024-04-17,1.0,360D,0.246508
13,2024-04-17,1.1,360D,0.233295
14,2024-04-17,1.2,360D,0.244774
15,2024-04-17,0.8,720D,0.269424
16,2024-04-17,0.9,720D,0.259934
17,2024-04-17,1.0,720D,0.22177600000000003
18,2024-04-17,1.1,720D,0.190807
19,2024-04-17,1.2,720D,0.189607
0,2024-04-18,0.8,90D,0.32435899999999995
1,2024-04-18,0.9,90D,0.285141
2,2024-04-18,1.0,90D,0.220104
3,2024-04-18,1.1,90D,0.25454
4,2024-04-18,1.2,90D,0.291457
5,2024-04-18,0.8,180D,0.29077400000000003
6,2024-04-18,0.9,180D,0.25078
7,2024-04-18,1.0,180D,0.216755
8,2024-04-18,1.1,180D,0.191921
9,2024-04-18,1.2,180D,0.20264700000000002
10,2024-04-18,0.8,360D,0.261203
11,2024-04-18,0.9,360D,0.25059000000000003
12,2024-04-18,1.0,360D,0.244919
13,2024-04-18,1.1,360D,0.226591
14,2024-04-18,1.2,360D,0.238718
15,2024-04-18,0.8,720D,0.281662
16,2024-04-18,0.9,720D,0.275564
17,2024-04-18,1.0,720D,0.202682
18,2024-04-18,1.1,720D,0.180788
19,2024-04-18,1.2,720D,0.182069
0,2024-04-19,0.8,90D,0.332812
1,2024-04-19,0.9,90D,0.23473400000000003
2,2024-04-19,1.0,90D,0.185243
3,2024-04-19,1.1,90D,0.260976
4,2024-04-19,1.2,90D,0.30151900000000004
5,2024-04-19,0.8,180D,0.280078
6,2024-04-19,0.9,180D,0.23829
7,2024-04-19,1.0,180D,0.21464300000000003
8,2024-04-19,1.1,180D,0.19828199999999999
9,2024-04-19,1.2,180D,0.231276
10,2024-04-19,0.8,360D,0.265195
11,2024-04-19,0.9,360D,0.237505
12,2024-04-19,1.0,360D,0.21222200000000002
13,2024-04-19,1.1,360D,0.21130400000000002
14,2024-04-19,1.2,360D,0.22447299999999998
15,2024-04-19,0.8,720D,0.246811
16,2024-04-19,0.9,720D,0.235185
17,2024-04-19,1.0,720D,0.212474
18,2024-04-19,1.1,720D,0.208338
19,2024-04-19,1.2,720D,0.206195
0,2024-04-22,0.8,90D,0.299135
1,2024-04-22,0.9,90D,0.257298
2,2024-04-22,1.0,90D,0.242953
3,2024-04-22,1.1,90D,0.17875800000000003
4,2024-04-22,1.2,90D,0.254914
5,2024-04-22,0.8,180D,0.288427
6,2024-04-22,0.9,180D,0.268455
7,2024-04-22,1.0,180D,0.228175
8,2024-04-22,1.1,180D,0.220779
9,2024-04-22,1.2,180D,0.248358
10,2024-04-22,0.8,360D,0.29397
11,2024-04-22,0.9,360D,0.256336
12,2024-04-22,1.0,360D,0.215748
13,2024-04-22,1.1,360D,0.198768
14,2024-04-22,1.2,360D,0.218394
15,2024-04-22,0.8,720D,0.270166
16,2024-04-22,0.9,720D,0.263802
17,2024-04-22,1.0,720D,0.255129
18,2024-04-22,1.1,720D,0.189919
19,2024-04-22,1.2,720D,0.190756
0,2024-04-23,0.8,90D,0.300609
1,2024-04-23,0.9,90D,0.228582
2,2024-04-23,1.0,90D,0.20935199999999998
3,2024-04-23,1.1,90D,0.18925999999999998
4,2024-04-23,1.2,90D,0.266922
5,2024-04-23,0.8,180D,0.304316
6,2024-04-23,0.9,180D,0.264028
7,2024-04-23,1.0,180D,0.212205
8,2024-04-23,1.1,180D,0.20949500000000001
9,2024-04-23,1.2,180D,0.259229
10,2024-04-23,0.8,360D,0.286922
11,2024-04-23,0.9,360D,0.24774000000000002
12,2024-04-23,1.0,360D,0.18322500000000003
13,2024-04-23,1.1,360D,0.185869
14,2024-04-23,1.2,360D,0.215962
15,2024-04-23,0.8,720D,0.261316
16,2024-04-23,0.9,720D,0.253371
17,2024-04-23,1.0,720D,0.217408
18,2024-04-23,1.1,720D,0.19594799999999998
19,2024-04-23,1.2,720D,0.197732
0,2024-04-24,0.8,90D,0.295759
1,2024-04-24,0.9,90D,0.24785000000000001
2,2024-04-24,1.0,90D,0.218632
3,2024-04-24,1.1,90D,0.216024
4,2024-04-24,1.2,90D,0.261509
5,2024-04-24,0.8,180D,0.29708100000000004
6,2024-04-24,0.9,180D,0.235779
7,2024-04-24,1.0,180D,0.229771
8,2024-04-24,1.1,180D,0.194985
9,2024-04-24,1.2,180D,0.234479
10,2024-04-24,0.8,360D,0.276322
11,2024-04-24,0.9,360D,0.23166499999999998
12,2024-04-24,1.0,360D,0.22175599999999998
13,2024-04-24,1.1,360D,0.231983
14,2024-04-24,1.2,360D,0.250336
15,2024-04-24,0.8,720D,0.241452
16,2024-04-24,0.9,720D,0.23023700000000002
17,2024-04-24,1.0,720D,0.221554
18,2024-04-24,1.1,720D,0.206924
19,2024-04-24,1.2,720D,0.206391
0,2024-04-25,0.8,90D,0.305656
1,2024-04-25,0.9,90D,0.261104
2,2024-04-25,1.0,90D,0.245472
3,2024-04-25,1.1,90D,0.22597699999999998
4,2024-04-25,1.2,90D,0.27524
5,2024-04-25,0.8,180D,0.308577
6,2024-04-25,0.9,180D,0.24526499999999998
7,2024-04-25,1.0,180D,0.229927
8,2024-04-25,1.1,180D,0.20307200000000003
9,2024-04-25,1.2,180D,0.24929400000000002
10,2024-04-25,0.8,360D,0.303775
11,2024-04-25,0.9,360D,0.24906199999999998
12,2024-04-25,1.0,360D,0.224738
13,2024-04-25,1.1,360D,0.226641
14,2024-04-25,1.2,360D,0.247177
15,2024-04-25,0.8,720D,0.247342
16,2024-04-25,0.9,720D,0.243055
17,2024-04-25,1.0,720D,0.224368
18,2024-04-25,1.1,720D,0.20073799999999997
19,2024-04-25,1.2,720D,0.201183
0,2024-04-26,0.8,90D,0.312314
1,2024-04-26,0.9,90D,0.250243
2,2024-04-26,1.0,90D,0.212755
3,2024-04-26,1.1,90D,0.234357
4,2024-04-26,1.2,90D,0.277394
5,2024-04-26,0.8,180D,0.298739
6,2024-04-26,0.9,180D,0.259945
7,2024-04-26,1.0,180D,0.21925
8,2024-04-26,1.1,180D,0.19358699999999998
9,2024-04-26,1.2,180D,0.244242
10,2024-04-26,0.8,360D,0.285425
11,2024-04-26,0.9,360D,0.239118
12,2024-04-26,1.0,360D,0.18945299999999998
13,2024-04-26,1.1,360D,0.204512
14,2024-04-26,1.2,360D,0.23393699999999998
15,2024-04-26,0.8,720D,0.263565
16,2024-04-26,0.9,720D,0.256892
17,2024-04-26,1.0,720D,0.217836
18,2024-04-26,1.1,720D,0.189301
19,2024-04-26,1.2,720D,0.191777
0,2024-04-29,0.8,90D,0.284335
1,2024-04-29,0.9,90D,0.230884
2,2024-04-29,1.0,90D,0.205734
3,2024-04-29,1.1,90D,0.18848900000000002
4,2024-04-29,1.2,90D,0.262028
5,2024-04-29,0.8,180D,0.28697
6,2024-04-29,0.9,180D,0.22903600000000002
7,2024-04-29,1.0,180D,0.210336
8,2024-04-29,1.1,180D,0.200066
9,2024-04-29,1.2,180D,0.247989
10,2024-04-29,0.8,360D,0.275656
11,2024-04-29,0.9,360D,0.22676
12,2024-04-29,1.0,360D,0.204937
13,2024-04-29,1.1,360D,0.223482
14,2024-04-29,1.2,360D,0.250201
15,2024-04-29,0.8,720D,0.239462
16,2024-04-29,0.9,720D,0.226171
17,2024-04-29,1.0,720D,0.227011
18,2024-04-29,1.1,720D,0.213783
19,2024-04-29,1.2,720D,0.213724
0,2024-04-30,0.8,90D,0.29945900000000003
1,2024-04-30,0.9,90D,0.21502600000000002
2,2024-04-30,1.0,90D,0.204706
3,2024-04-30,1.1,90D,0.19375399999999998
4,2024-04-30,1.2,90D,0.257231
5,2024-04-30,0.8,180D,0.294556
6,2024-04-30,0.9,180D,0.23167200000000002
7,2024-04-30,1.0,180D,0.212593
8,2024-04-30,1.1,180D,0.199265
9,2024-04-30,1.2,180D,0.241618
10,2024-04-30,0.8,360D,0.298904
11,2024-04-30,0.9,360D,0.229869
12,2024-04-30,1.0,360D,0.242506
13,2024-04-30,1.1,360D,0.25675899999999996
14,2024-04-30,1.2,360D,0.26745599999999997
15,2024-04-30,0.8,720D,0.241636
16,2024-04-30,0.9,720D,0.22865100000000002
17,2024-04-30,1.0,720D,0.225836
18,2024-04-30,1.1,720D,0.210627
19,2024-04-30,1.2,720D,0.21168700000000001
0,2024-05-02,0.8,90D,0.314732
1,2024-05-02,0.9,90D,0.24577400000000002
2,2024-05-02,1.0,90D,0.21206399999999997
3,2024-05-02,1.1,90D,0.20091599999999998
4,2024-05-02,1.2,90D,0.256912
5,2024-05-02,0.8,180D,0.285212
6,2024-05-02,0.9,180D,0.23121
7,2024-05-02,1.0,180D,0.21592199999999998
8,2024-05-02,1.1,180D,0.207175
9,2024-05-02,1.2,180D,0.267138
10,2024-05-02,0.8,360D,0.275794
11,2024-05-02,0.9,360D,0.226011
12,2024-05-02,1.0,360D,0.21465299999999998
13,2024-05-02,1.1,360D,0.236342
14,2024-05-02,1.2,360D,0.26094100000000003
15,2024-05-02,0.8,720D,0.235841
16,2024-05-02,0.9,720D,0.221739
17,2024-05-02,1.0,720D,0.23043500000000003
18,2024-05-02,1.1,720D,0.215443
19,2024-05-02,1.2,720D,0.21564699999999998
0,2024-05-03,0.8,90D,0.34915999999999997
1,2024-05-03,0.9,90D,0.251569
2,2024-05-03,1.0,90D,0.226948
3,2024-05-03,1.1,90D,0.219889
4,2024-05-03,1.2,90D,0.271587
5,2024-05-03,0.8,180D,0.305907
6,2024-05-03,0.9,180D,0.23183900000000002
7,2024-05-03,1.0,180D,0.21034300000000003
8,2024-05-03,1.1,180D,0.19967400000000002
9,2024-05-03,1.2,180D,0.26118600000000003
10,2024-05-03,0.8,360D,0.299896
11,2024-05-03,0.9,360D,0.246321
12,2024-05-03,1.0,360D,0.217629
13,2024-05-03,1.1,360D,0.224439
14,2024-05-03,1.2,360D,0.24680599999999997
15,2024-05-03,0.8,720D,0.261815
16,2024-05-03,0.9,720D,0.23941400000000002
17,2024-05-03,1.0,720D,0.233572
18,2024-05-03,1.1,720D,0.19859000000000002
19,2024-05-03,1.2,720D,0.199013
0,2024-05-06,0.8,90D,0.308158
1,2024-05-06,0.9,90D,0.211726
2,2024-05-06,1.0,90D,0.200538
3,2024-05-06,1.1,90D,0.199387
4,2024-05-06,1.2,90D,0.251664
5,2024-05-06,0.8,180D,0.291528
6,2024-05-06,0.9,180D,0.230772
7,2024-05-06,1.0,180D,0.21059999999999998
8,2024-05-06,1.1,180D,0.196543
9,2024-05-06,1.2,180D,0.258782
10,2024-05-06,0.8,360D,0.302341
11,2024-05-06,0.9,360D,0.228501
12,2024-05-06,1.0,360D,0.20816600000000002
13,2024-05-06,1.1,360D,0.230901
14,2024-05-06,1.2,360D,0.259691
15,2024-05-06,0.8,720D,0.24391100000000002
16,2024-05-06,0.9,720D,0.23305399999999998
17,2024-05-06,1.0,720D,0.221337
18,2024-05-06,1.1,720D,0.20233399999999999
19,2024-05-06,1.2,720D,0.203374
0,2024-05-07,0.8,90D,0.29408100000000004
1,2024-05-07,0.9,90D,0.225213
2,2024-05-07,1.0,90D,0.187776
3,2024-05-07,1.1,90D,0.20613
4,2024-05-07,1.2,90D,0.263087
5,2024-05-07,0.8,180D,0.25471699999999997
6,2024-05-07,0.9,180D,0.225057
7,2024-05-07,1.0,180D,0.203636
8,2024-05-07,1.1,180D,0.19570900000000002
9,2024-05-07,1.2,180D,0.266374
10,2024-05-07,0.8,360D,0.24310500000000002
11,2024-05-07,0.9,360D,0.221851
12,2024-05-07,1.0,360D,0.209753
13,2024-05-07,1.1,360D,0.236694
14,2024-05-07,1.2,360D,0.264452
15,2024-05-07,0.8,720D,0.23015799999999997
16,2024-05-07,0.9,720D,0.217204
17,2024-05-07,1.0,720D,0.216932
18,2024-05-07,1.1,720D,0.20203800000000002
19,2024-05-07,1.2,720D,0.203212
0,2024-05-08,0.8,90D,0.305536
1,2024-05-08,0.9,90D,0.22788
2,2024-05-08,1.0,90D,0.186074
3,2024-05-08,1.1,90D,0.211925
4,2024-05-08,1.2,90D,0.266593
5,2024-05-08,0.8,180D,0.258882
6,2024-05-08,0.9,180D,0.228035
7,2024-05-08,1.0,180D,0.20281400000000002
8,2024-05-08,1.1,180D,0.194547
9,2024-05-08,1.2,180D,0.266774
10,2024-05-08,0.8,360D,0.249328
11,2024-05-08,0.9,360D,0.231
12,2024-05-08,1.0,360D,0.205375
13,2024-05-08,1.1,360D,0.23490200000000003
14,2024-05-08,1.2,360D,0.263562
15,2024-05-08,0.8,720D,0.250289
16,2024-05-08,0.9,720D,0.24235900000000002
17,2024-05-08,1.0,720D,0.20217600000000002
18,2024-05-08,1.1,720D,0.18598199999999998
19,2024-05-08,1.2,720D,0.189908
0,2024-05-09,0.8,90D,0.310467
1,2024-05-09,0.9,90D,0.227835
2,2024-05-09,1.0,90D,0.200707
3,2024-05-09,1.1,90D,0.223519
4,2024-05-09,1.2,90D,0.269174
5,2024-05-09,0.8,180D,0.257787
6,2024-05-09,0.9,180D,0.227424
7,2024-05-09,1.0,180D,0.210275
8,2024-05-09,1.1,180D,0.196707
9,2024-05-09,1.2,180D,0.26691299999999996
10,2024-05-09,0.8,360D,0.245309
11,2024-05-09,0.9,360D,0.228304
12,2024-05-09,1.0,360D,0.211233
13,2024-05-09,1.1,360D,0.23735399999999998
14,2024-05-09,1.2,360D,0.266384
15,2024-05-09,0.8,720D,0.23558900000000002
16,2024-05-09,0.9,720D,0.22406099999999998
17,2024-05-09,1.0,720D,0.217363
18,2024-05-09,1.1,720D,0.20032699999999998
19,2024-05-09,1.2,720D,0.201483
0,2024-05-10,0.8,90D,0.30503
1,2024-05-10,0.9,90D,0.222447
2,2024-05-10,1.0,90D,0.192796
3,2024-05-10,1.1,90D,0.225462
4,2024-05-10,1.2,90D,0.27007200000000003
5,2024-05-10,0.8,180D,0.255698
6,2024-05-10,0.9,180D,0.224697
7,2024-05-10,1.0,180D,0.20967300000000003
8,2024-05-10,1.1,180D,0.19548500000000002
9,2024-05-10,1.2,180D,0.271463
10,2024-05-10,0.8,360D,0.249308
11,2024-05-10,0.9,360D,0.232381
12,2024-05-10,1.0,360D,0.20393
13,2024-05-10,1.1,360D,0.235976
14,2024-05-10,1.2,360D,0.2656
15,2024-05-10,0.8,720D,0.25608000000000003
16,2024-05-10,0.9,720D,0.24878
17,2024-05-10,1.0,720D,0.196811
18,2024-05-10,1.1,720D,0.18212399999999998
19,2024-05-10,1.2,720D,0.186172
0,2024-05-13,0.8,90D,0.280496
1,2024-05-13,0.9,90D,0.220606
2,2024-05-13,1.0,90D,0.202805
3,2024-05-13,1.1,90D,0.223614
4,2024-05-13,1.2,90D,0.268606
5,2024-05-13,0.8,180D,0.252179
6,2024-05-13,0.9,180D,0.222491
7,2024-05-13,1.0,180D,0.209766
8,2024-05-13,1.1,180D,0.205606
9,2024-05-13,1.2,180D,0.284424
10,2024-05-13,0.8,360D,0.23937999999999998
11,2024-05-13,0.9,360D,0.22125599999999998
12,2024-05-13,1.0,360D,0.21592199999999998
13,2024-05-13,1.1,360D,0.24589300000000003
14,2024-05-13,1.2,360D,0.274277
15,2024-05-13,0.8,720D,0.233481
16,2024-05-13,0.9,720D,0.221673
17,2024-05-13,1.0,720D,0.217359
18,2024-05-13,1.1,720D,0.197662
19,2024-05-13,1.2,720D,0.199348
0,2024-05-14,0.8,90D,0.274191
1,2024-05-14,0.9,90D,0.21880400000000003
2,2024-05-14,1.0,90D,0.19420300000000001
3,2024-05-14,1.1,90D,0.19177
4,2024-05-14,1.2,90D,0.241699
5,2024-05-14,0.8,180D,0.260903
6,2024-05-14,0.9,180D,0.22251
7,2024-05-14,1.0,180D,0.21022400000000002
8,2024-05-14,1.1,180D,0.200841
9,2024-05-14,1.2,180D,0.208259
10,2024-05-14,0.8,360D,0.24604199999999998
11,2024-05-14,0.9,360D,0.22794499999999998
12,2024-05-14,1.0,360D,0.218634
13,2024-05-14,1.1,360D,0.217207
14,2024-05-14,1.2,360D,0.208216
15,2024-05-14,0.8,720D,0.22699100000000003
16,2024-05-14,0.9,720D,0.21531099999999997
17,2024-05-14,1.0,720D,0.20586200000000002
18,2024-05-14,1.1,720D,0.19996099999999997
19,2024-05-14,1.2,720D,0.199847
0,2024-05-15,0.8,90D,0.331294
1,2024-05-15,0.9,90D,0.269922
2,2024-05-15,1.0,90D,0.20636
3,2024-05-15,1.1,90D,0.225109
4,2024-05-15,1.2,90D,0.26454
5,2024-05-15,0.8,180D,0.27814900000000004
6,2024-05-15,0.9,180D,0.236183
7,2024-05-15,1.0,180D,0.19909600000000002
8,2024-05-15,1.1,180D,0.22811800000000002
9,2024-05-15,1.2,180D,0.230487
10,2024-05-15,0.8,360D,0.24447600000000003
11,2024-05-15,0.9,360D,0.230377
12,2024-05-15,1.0,360D,0.22301200000000002
13,2024-05-15,1.1,360D,0.224541
14,2024-05-15,1.2,360D,0.229435
15,2024-05-15,0.8,720D,0.207301
16,2024-05-15,0.9,720D,0.19161999999999998
17,2024-05-15,1.0,720D,0.200551
18,2024-05-15,1.1,720D,0.207043
19,2024-05-15,1.2,720D,0.20373999999999998
0,2024-05-16,0.8,90D,0.344596
1,2024-05-16,0.9,90D,0.281195
2,2024-05-16,1.0,90D,0.21686599999999998
3,2024-05-16,1.1,90D,0.222471
4,2024-05-16,1.2,90D,0.257149
5,2024-05-16,0.8,180D,0.32040199999999996
6,2024-05-16,0.9,180D,0.260971
7,2024-05-16,1.0,180D,0.202602
8,2024-05-16,1.1,180D,0.219668
9,2024-05-16,1.2,180D,0.24217300000000003
10,2024-05-16,0.8,360D,0.266187
11,2024-05-16,0.9,360D,0.25888100000000003
12,2024-05-16,1.0,360D,0.24749500000000002
13,2024-05-16,1.1,360D,0.230468
14,2024-05-16,1.2,360D,0.22867
15,2024-05-16,0.8,720D,0.25194500000000003
16,2024-05-16,0.9,720D,0.245668
17,2024-05-16,1.0,720D,0.205896
18,2024-05-16,1.1,720D,0.181892
19,2024-05-16,1.2,720D,0.185274
0,2024-05-17,0.8,90D,0.260721
1,2024-05-17,0.9,90D,0.222687
2,2024-05-17,1.0,90D,0.205975
3,2024-05-17,1.1,90D,0.203442
4,2024-05-17,1.2,90D,0.20508700000000002
5,2024-05-17,0.8,180D,0.253622
6,2024-05-17,0.9,180D,0.222925
7,2024-05-17,1.0,180D,0.21111999999999997
8,2024-05-17,1.1,180D,0.196752
9,2024-05-17,1.2,180D,0.239469
10,2024-05-17,0.8,360D,0.237119
11,2024-05-17,0.9,360D,0.22447399999999998
12,2024-05-17,1.0,360D,0.213193
13,2024-05-17,1.1,360D,0.202908
14,2024-05-17,1.2,360D,0.195154
15,2024-05-17,0.8,720D,0.236926
16,2024-05-17,0.9,720D,0.22722
17,2024-05-17,1.0,720D,0.20277599999999998
18,2024-05-17,1.1,720D,0.195637
19,2024-05-17,1.2,720D,0.196219
0,2024-05-20,0.8,90D,0.294774
1,2024-05-20,0.9,90D,0.22363600000000003
2,2024-05-20,1.0,90D,0.19374199999999997
3,2024-05-20,1.1,90D,0.175997
4,2024-05-20,1.2,90D,0.235922
5,2024-05-20,0.8,180D,0.265885
6,2024-05-20,0.9,180D,0.229822
7,2024-05-20,1.0,180D,0.210423
8,2024-05-20,1.1,180D,0.207208
9,2024-05-20,1.2,180D,0.219499
10,2024-05-20,0.8,360D,0.244343
11,2024-05-20,0.9,360D,0.221207
12,2024-05-20,1.0,360D,0.21560600000000002
13,2024-05-20,1.1,360D,0.206591
14,2024-05-20,1.2,360D,0.20499900000000001
15,2024-05-20,0.8,720D,0.23305499999999998
16,2024-05-20,0.9,720D,0.218888
17,2024-05-20,1.0,720D,0.20790199999999998
18,2024-05-20,1.1,720D,0.205538
19,2024-05-20,1.2,720D,0.209728
0,2024-05-21,0.8,90D,0.28985099999999997
1,2024-05-21,0.9,90D,0.221302
2,2024-05-21,1.0,90D,0.204621
3,2024-05-21,1.1,90D,0.203629
4,2024-05-21,1.2,90D,0.218059
5,2024-05-21,0.8,180D,0.270386
6,2024-05-21,0.9,180D,0.22915500000000003
7,2024-05-21,1.0,180D,0.213045
8,2024-05-21,1.1,180D,0.205823
9,2024-05-21,1.2,180D,0.210016
10,2024-05-21,0.8,360D,0.244901
11,2024-05-21,0.9,360D,0.22736599999999998
12,2024-05-21,1.0,360D,0.211773
13,2024-05-21,1.1,360D,0.206458
14,2024-05-21,1.2,360D,0.20481100000000002
15,2024-05-21,0.8,720D,0.231157
16,2024-05-21,0.9,720D,0.216128
17,2024-05-21,1.0,720D,0.207334
18,2024-05-21,1.1,720D,0.20674099999999998
19,2024-05-21,1.2,720D,0.21313600000000002
0,2024-05-22,0.8,90D,0.280537
1,2024-05-22,0.9,90D,0.22029900000000002
2,2024-05-22,1.0,90D,0.199055
3,2024-05-22,1.1,90D,0.190302
4,2024-05-22,1.2,90D,0.232976
5,2024-05-22,0.8,180D,0.264183
6,2024-05-22,0.9,180D,0.221604
7,2024-05-22,1.0,180D,0.210817
8,2024-05-22,1.1,180D,0.205683
9,2024-05-22,1.2,180D,0.242371
10,2024-05-22,0.8,360D,0.237948
11,2024-05-22,0.9,360D,0.21583200000000002
12,2024-05-22,1.0,360D,0.212927
13,2024-05-22,1.1,360D,0.207791
14,2024-05-22,1.2,360D,0.200945
15,2024-05-22,0.8,720D,0.226295
16,2024-05-22,0.9,720D,0.208213
17,2024-05-22,1.0,720D,0.20697
18,2024-05-22,1.1,720D,0.208887
19,2024-05-22,1.2,720D,0.21492999999999998
0,2024-05-23,0.8,90D,0.284587
1,2024-05-23,0.9,90D,0.228646
2,2024-05-23,1.0,90D,0.19738
3,2024-05-23,1.1,90D,0.191073
4,2024-05-23,1.2,90D,0.25241
5,2024-05-23,0.8,180D,0.25137899999999996
6,2024-05-23,0.9,180D,0.218812
7,2024-05-23,1.0,180D,0.202902
8,2024-05-23,1.1,180D,0.19714700000000002
9,2024-05-23,1.2,180D,0.23723400000000003
10,2024-05-23,0.8,360D,0.241423
11,2024-05-23,0.9,360D,0.221246
12,2024-05-23,1.0,360D,0.210689
13,2024-05-23,1.1,360D,0.20529599999999998
